公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別
4938 和碩,2010/12/31,4,736.0,140.0,27.0,95.0,88.0,227.32,,0.04,4.54,1.73,0.95,-3.0,1.0,23.0,5305.0,25
4956 光鋐,2010/12/31,7,629.0,9.0,104.0,100.0,1.0,2.34,,0.58,14.41,27.84,1.58,,,22.0,9.0,26
5305 敦南,2010/12/31,5,582.0,83.0,34.0,81.0,72.0,14.55,,0.66,4.38,4.62,1.54,-23.0,-7.0,56.0,104.0,24
5388 中磊,2010/12/31,5,519.0,66.0,41.0,71.0,54.0,-0.21,,0.44,4.78,4.54,1.91,0.0,4.0,91.0,86.0,27
5469 瀚宇博,2010/12/31,4,560.0,132.0,15.0,69.0,44.0,32.03,,0.77,2.82,0.02,1.27,-13.0,-2.0,126.0,220.0,28
5521 工信,2010/12/31,5,509.0,65.0,18.0,91.0,53.0,4.74,,0.28,2.85,2.63,1.97,26.0,-14.0,23.0,82.0,14
5608 四維航,2010/12/31,6,477.0,60.0,74.0,30.0,50.0,14.85,,3.31,5.46,37.47,1.16,0.0,0.0,161.0,42.0,15
6128 上福,2010/12/31,5,697.0,13.0,105.0,100.0,56.0,2.8,,0.11,15.75,22.53,9.13,-4.0,12.0,1.0,17.0,25
6142 友勁,2010/12/31,6,483.0,86.0,17.0,64.0,69.0,4.07,,0.36,2.66,1.93,1.42,-25.0,-8.0,112.0,138.0,27
6152 百一,2010/12/31,5,624.0,69.0,55.0,91.0,48.0,-4.5,+,0.08,6.9,5.94,1.47,6.0,-11.0,33.0,119.0,27
6165 捷泰,2010/12/31,8,319.0,8.0,-18.0,100.0,57.0,-1.29,,0.88,-8.97,-4.79,7.0,4.0,-3.0,2.0,11.0,28
6168 宏齊,2010/12/31,5,522.0,42.0,45.0,100.0,3.0,2.6,,0.4,4.15,12.53,1.79,-13.0,-43.0,21.0,37.0,26
6176 瑞儀,2010/12/31,3,833.0,140.0,62.0,97.0,77.0,54.12,,0.23,8.91,6.12,1.61,-23.0,-1.0,33.0,483.0,26
6192 巨路,2010/12/31,4,678.0,47.0,82.0,100.0,39.0,4.28,,0.07,12.01,10.54,1.44,8.0,-6.0,10.0,63.0,31
6196 帆宣,2010/12/31,5,476.0,78.0,2.0,97.0,24.0,8.7,,0.14,1.01,1.3,2.47,-74.0,-70.0,12.0,114.0,31
6209 今國光,2010/12/31,5,580.0,45.0,45.0,98.0,62.0,5.18,,0.18,6.04,6.61,1.39,-17.0,-7.0,15.0,53.0,26
6225 天瀚,2010/12/31,9,33.0,9.0,-54.0,62.0,-10.0,-2.14,,1.31,-16.22,-25.39,2.71,24.0,6.0,74.0,13.0,26
6239 力成,2010/12/31,4,933.0,140.0,109.0,93.0,45.0,134.58,,0.57,14.44,23.74,1.73,-10.0,2.0,43.0,378.0,24
6269 台郡,2010/12/31,5,716.0,36.0,104.0,99.0,35.0,5.78,,0.16,15.85,14.71,2.07,-18.0,-2.0,21.0,46.0,28
6271 同欣電,2010/12/31,4,763.0,54.0,95.0,100.0,71.0,9.01,,0.08,13.59,18.45,1.69,-14.0,-5.0,6.0,61.0,24
6277 宏正,2010/12/31,4,666.0,36.0,95.0,89.0,41.0,7.26,,0.3,13.85,15.71,2.52,-12.0,-20.0,20.0,42.0,25
6281 全國電,2010/12/31,4,691.0,59.0,63.0,100.0,84.0,4.48,,0.0,10.36,4.08,0.0,0.0,-2.0,0.0,120.0,29
6285 啟碁,2010/12/31,3,793.0,125.0,72.0,88.0,64.0,15.45,,0.2,10.06,7.73,1.66,-18.0,-19.0,40.0,273.0,27
6505 台塑化,2010/12/31,2,791.0,140.0,61.0,81.0,84.0,564.02,,0.4,9.66,5.56,1.73,4.0,1.0,72.0,7489.0,23
8011 台通,2010/12/31,5,689.0,11.0,105.0,100.0,53.0,3.13,,0.26,16.07,16.48,2.18,7.0,-13.0,17.0,18.0,27
8021 尖點,2010/12/31,5,532.0,30.0,70.0,89.0,-3.0,5.48,,2.59,5.77,20.7,3.12,-20.0,-59.0,51.0,21.0,31
8039 台虹,2010/12/31,5,731.0,60.0,90.0,100.0,40.0,9.94,,0.4,12.16,15.71,1.58,-35.0,-35.0,47.0,69.0,28
8150 南茂,2010/12/31,9,665.0,123.0,62.0,52.0,76.0,90.6,,2.28,10.51,1.56,2.79,2.0,2.0,114.0,172.0,24
8271 宇瞻,2010/12/31,6,658.0,58.0,50.0,100.0,94.0,8.74,,0.03,9.29,2.4,1.57,-1.0,5.0,0.0,133.0,24
9906 欣巴巴,2010/12/31,D,-200.0,18.0,7.0,-101.0,45.0,1.39,,2.46,2.29,1.06,3.62,16.0,17.0,338.0,24.0,14
9911 櫻花,2010/12/31,4,574.0,36.0,49.0,94.0,72.0,3.21,,0.25,7.61,5.34,1.34,3.0,3.0,16.0,35.0,20
9917 中保,2010/12/31,2,824.0,85.0,89.0,100.0,88.0,25.02,,0.22,11.66,16.63,2.17,2.0,-3.0,11.0,112.0,20
9919 康那香,2010/12/31,5,437.0,51.0,20.0,76.0,49.0,5.49,,0.76,3.23,2.59,1.48,3.0,-6.0,81.0,51.0,20
9921 巨大,2010/12/31,3,798.0,140.0,76.0,84.0,40.0,12.13,+,0.3,9.88,9.5,1.71,-10.0,-12.0,60.0,442.0,20
9933 中鼎,2010/12/31,3,769.0,140.0,46.0,94.0,69.0,84.52,,0.23,4.71,4.65,1.78,-2.0,-5.0,45.0,519.0,20
9934 成霖,2010/12/31,4,614.0,111.0,31.0,84.0,46.0,8.02,,0.57,3.94,3.96,2.73,-2.0,-10.0,63.0,214.0,20
9943 好樂迪,2010/12/31,5,634.0,30.0,73.0,100.0,48.0,6.02,,0.13,9.36,14.3,0.93,-1.0,0.0,20.0,35.0,16
9946 三發地產,2010/12/31,8,11.0,8.0,54.0,-42.0,-40.0,-24.33,+,3.33,3.32,13.9,1.43,6.0,1668.0,233.0,6.0,14
1101 台泥,2011/12/30,3,759.0,140.0,62.0,72.0,77.0,146.84,+,2.19,6.0,13.68,2.55,7.0,4.0,80.0,1185.0,1
1201 味全,2011/12/30,4,433.0,135.0,20.0,48.0,-40.0,7.33,,0.88,2.27,4.19,1.8,5.0,102.0,134.0,256.0,2
1210 大成,2011/12/30,4,706.0,140.0,34.0,78.0,89.0,15.06,,0.2,5.77,2.13,2.13,1.0,1.0,49.0,841.0,2
1215 卜蜂,2011/12/30,4,499.0,89.0,6.0,74.0,80.0,1.1,,0.18,2.04,0.65,1.52,4.0,5.0,60.0,177.0,2
1216 統一,2011/12/30,3,681.0,140.0,40.0,64.0,87.0,332.81,,0.48,5.02,4.26,1.71,1.0,3.0,96.0,3880.0,2
1218 泰山,2011/12/30,6,431.0,69.0,-3.0,75.0,75.0,-1.23,,0.6,-0.1,-2.98,1.69,-1.0,5.0,83.0,101.0,2
1220 台榮,2011/12/30,6,496.0,28.0,31.0,99.0,51.0,2.47,,0.22,4.73,3.83,1.59,0.0,15.0,32.0,37.0,2
1227 佳格,2011/12/30,3,890.0,100.0,114.0,100.0,50.0,24.54,,0.05,21.46,14.49,1.5,3.0,-5.0,6.0,198.0,2
1232 大統益,2011/12/30,4,724.0,71.0,63.0,100.0,92.0,7.0,,0.03,13.28,3.46,1.46,-1.0,-1.0,3.0,181.0,2
1233 天仁,2011/12/30,4,614.0,14.0,83.0,100.0,38.0,2.86,,0.0,12.76,13.35,8.62,0.0,-4.0,0.0,21.0,2
1236 宏亞,2011/12/30,5,522.0,20.0,60.0,80.0,62.0,2.79,,0.22,7.58,8.73,1.02,-2.0,-4.0,50.0,25.0,2
1301 台塑,2011/12/30,3,896.0,140.0,77.0,100.0,86.0,452.14,,0.6,11.03,12.69,1.84,1.0,8.0,31.0,2170.0,3
1307 三芳,2011/12/30,4,650.0,76.0,53.0,95.0,55.0,4.99,,0.33,6.86,7.51,1.24,3.0,10.0,44.0,101.0,3
1309 台達化,2011/12/30,6,540.0,93.0,18.0,74.0,77.0,-6.41,+,0.25,3.03,1.11,1.26,8.0,1.0,93.0,184.0,3
1310 台苯,2011/12/30,7,454.0,97.0,-14.0,72.0,86.0,-5.38,,0.37,-5.83,-3.13,1.62,2.0,-3.0,73.0,187.0,3
1314 中石化,2011/12/30,5,908.0,140.0,79.0,100.0,92.0,83.27,,0.22,10.81,13.58,1.28,2.0,2.0,17.0,439.0,3
1316 上曜,2011/12/30,8,191.0,10.0,-16.0,86.0,-40.0,-5.23,,0.98,-5.43,-8.82,2.01,15.0,27.0,52.0,10.0,21
1321 大洋,2011/12/30,6,415.0,57.0,-11.0,83.0,83.0,-0.44,,0.24,-4.19,-5.0,1.35,-1.0,0.0,20.0,57.0,3
1323 永裕,2011/12/30,6,501.0,24.0,62.0,73.0,49.0,3.12,,1.16,7.48,9.27,2.74,6.0,0.0,91.0,29.0,3
1326 台化,2011/12/30,3,827.0,140.0,60.0,96.0,79.0,503.79,,0.58,8.59,8.42,1.74,2.0,4.0,49.0,3961.0,3
1413 宏洲,2011/12/30,7,298.0,31.0,-6.0,66.0,58.0,-1.29,,0.32,-2.69,-1.38,1.92,-1.0,12.0,60.0,43.0,4
1414 東和,2011/12/30,6,433.0,19.0,36.0,100.0,-12.0,0.44,,0.56,3.42,8.67,2.05,-23.0,-6.0,3.0,13.0,4
1432 大魯閣,2011/12/30,8,217.0,11.0,20.0,58.0,-40.0,-1.56,,1.26,2.56,4.99,1.61,15.0,48.0,85.0,12.0,18
1442 名軒,2011/12/30,6,442.0,35.0,98.0,30.0,-13.0,-4.53,+,3.79,10.03,33.39,2.22,-7.0,-24.0,105.0,23.0,14
1447 力鵬,2011/12/30,5,528.0,118.0,0.0,72.0,74.0,-3.99,,0.25,0.27,0.84,1.48,-8.0,11.0,66.0,254.0,4
1449 佳和,2011/12/30,D,-802.0,43.0,-44.0,-265.0,40.0,-2.49,,2.36,-3.47,-5.58,3.27,-1.0,-10.0,693.0,46.0,4
1451 年興,2011/12/30,4,587.0,90.0,26.0,100.0,30.0,2.32,,0.14,3.75,5.45,1.07,7.0,15.0,13.0,131.0,4
1452 宏益,2011/12/30,5,501.0,16.0,28.0,100.0,85.0,3.24,,0.0,4.47,4.96,0.0,2.0,1.0,0.0,23.0,4
1453 大將,2011/12/30,7,189.0,2.0,-6.0,81.0,-40.0,-1.67,,0.55,-2.03,-4.81,1.62,44.0,426.0,17.0,2.0,4
1456 怡華,2011/12/30,D,-897.0,16.0,-60.0,-269.0,59.0,-0.17,,2.45,-6.68,-8.32,3.27,-4.0,-8.0,1086.0,22.0,4
1457 宜進,2011/12/30,7,449.0,54.0,21.0,66.0,79.0,3.75,,1.05,1.32,9.48,2.18,-5.0,-9.0,78.0,60.0,4
1472 三洋紡,2011/12/30,8,212.0,10.0,7.0,30.0,81.0,1.3,,1.14,1.32,3.61,2.66,-5.0,0.0,138.0,16.0,4
1475 本盟,2011/12/30,9,-182.0,4.0,-60.0,-26.0,70.0,-0.63,,5.12,-11.05,-21.94,4.18,26.0,23.0,206.0,5.0,4
1477 聚陽,2011/12/30,3,762.0,79.0,95.0,86.0,61.0,6.43,+,0.22,16.74,9.34,5.0,1.0,11.0,11.0,151.0,4
1503 士電,2011/12/30,4,641.0,125.0,32.0,87.0,34.0,9.42,,0.16,3.99,5.78,0.93,-5.0,5.0,16.0,204.0,5
1506 正道,2011/12/30,7,255.0,16.0,15.0,66.0,-19.0,0.93,,1.5,2.45,3.12,3.5,2.0,0.0,59.0,16.0,5
1507 永大,2011/12/30,4,692.0,104.0,62.0,100.0,-2.0,4.49,+,0.01,7.55,10.51,1.56,15.0,-13.0,1.0,156.0,5
1513 中興電,2011/12/30,5,562.0,79.0,39.0,100.0,-13.0,16.47,,0.43,4.77,6.39,3.07,6.0,15.0,7.0,98.0,5
1515 力山,2011/12/30,6,279.0,27.0,-7.0,68.0,41.0,-0.61,,1.76,-1.89,-3.35,2.8,17.0,21.0,83.0,25.0,5
1516 川飛,2011/12/30,9,178.0,1.0,-23.0,95.0,-39.0,-0.42,,5.49,-10.32,-33.01,13.46,34.0,-2.0,0.0,1.0,20
1521 大億,2011/12/30,4,618.0,29.0,72.0,94.0,63.0,2.22,,0.04,11.1,7.1,1.38,1.0,2.0,0.0,42.0,5
1525 江申,2011/12/30,6,555.0,14.0,58.0,100.0,54.0,1.04,,0.0,10.88,5.06,0.0,1.0,-1.0,0.0,13.0,5
1529 樂士,2011/12/30,9,200.0,1.0,-11.0,91.0,-40.0,-0.42,,5.77,-2.99,-354.11,3.79,758.0,121.0,18.0,1.0,5
1532 勤美,2011/12/30,7,522.0,121.0,40.0,67.0,-40.0,22.45,,1.4,3.61,9.0,2.02,15.0,-27.0,75.0,165.0,5
1535 中宇,2011/12/30,4,700.0,53.0,73.0,100.0,76.0,-4.87,+,0.0,11.75,5.46,1.29,4.0,6.0,0.0,85.0,5
1538 正峰新,2011/12/30,7,240.0,13.0,-16.0,62.0,77.0,-0.28,,2.48,-5.0,-16.27,2.8,3.0,-9.0,53.0,10.0,5
1539 巨庭,2011/12/30,8,162.0,9.0,-4.0,51.0,4.0,-0.29,,1.02,-0.97,-2.0,2.0,-15.0,19.0,97.0,12.0,5
1558 伸興,2011/12/30,4,759.0,33.0,112.0,100.0,59.0,5.26,,0.05,19.37,14.37,0.94,7.0,5.0,19.0,48.0,5
1560 中砂,2011/12/30,5,640.0,35.0,78.0,97.0,47.0,9.44,,0.12,10.12,15.11,1.07,-5.0,11.0,5.0,38.0,5
1583 程泰,2011/12/30,6,505.0,61.0,70.0,71.0,-40.0,0.26,+,0.59,7.98,10.87,1.32,8.0,11.0,76.0,64.0,5
1611 中電,2011/12/30,5,636.0,63.0,53.0,94.0,68.0,4.25,,0.47,6.75,9.49,2.97,7.0,-2.0,18.0,74.0,6
1612 宏泰,2011/12/30,4,515.0,48.0,19.0,100.0,61.0,-0.82,,0.07,4.1,2.56,3.7,-1.0,0.0,2.0,58.0,6
1614 三洋電,2011/12/30,4,516.0,55.0,13.0,100.0,68.0,4.09,,0.04,3.09,1.84,0.76,4.0,10.0,6.0,64.0,6
1618 合機,2011/12/30,6,408.0,35.0,2.0,100.0,32.0,0.23,,0.03,1.29,1.81,2.81,2.0,27.0,0.0,35.0,6
1701 中化,2011/12/30,6,403.0,56.0,32.0,76.0,-32.0,1.12,,0.45,3.85,5.6,1.02,3.0,4.0,56.0,50.0,22
1707 葡萄王,2011/12/30,5,751.0,29.0,120.0,100.0,34.0,8.49,,0.04,20.25,20.54,1.95,-3.0,20.0,3.0,38.0,22
1718 中纖,2011/12/30,7,707.0,140.0,37.0,78.0,80.0,64.77,,0.66,0.77,9.17,0.97,2.0,12.0,59.0,288.0,21
1721 三晃,2011/12/30,8,248.0,11.0,-6.0,63.0,55.0,0.27,,1.0,-1.47,-2.56,2.54,4.0,3.0,89.0,18.0,21
1723 中碳,2011/12/30,3,881.0,64.0,120.0,100.0,93.0,23.08,,0.03,31.04,26.63,1.6,0.0,6.0,3.0,91.0,21
1724 台硝,2011/12/30,5,722.0,20.0,118.0,94.0,48.0,3.58,,0.12,19.52,19.19,1.05,-4.0,14.0,16.0,26.0,21
1726 永記,2011/12/30,3,628.0,63.0,66.0,100.0,4.0,3.86,,0.04,9.83,10.82,1.94,-1.0,15.0,2.0,78.0,21
1732 毛寶,2011/12/30,6,360.0,4.0,6.0,100.0,34.0,0.31,,0.0,2.1,2.04,0.0,2.0,8.0,0.0,7.0,21
1733 五鼎,2011/12/30,4,647.0,14.0,120.0,100.0,-40.0,2.73,,0.0,26.09,30.24,0.38,26.0,13.0,0.0,19.0,22
1762 中化生,2011/12/30,6,479.0,11.0,65.0,91.0,-11.0,1.45,,0.19,7.23,14.29,1.52,9.0,5.0,12.0,12.0,22
1786 科妍,2011/12/30,6,585.0,1.0,108.0,100.0,-40.0,0.37,,0.19,16.22,30.11,1.47,,,0.0,1.0,22
1805 寶徠,2011/12/30,8,318.0,14.0,40.0,26.0,92.0,-4.02,,0.82,4.01,4.15,2.33,-18.0,113.0,150.0,15.0,14
1902 台紙,2011/12/30,5,468.0,65.0,6.0,96.0,33.0,4.2,,0.3,1.87,2.27,1.33,-2.0,0.0,27.0,65.0,9
1903 士紙,2011/12/30,7,373.0,36.0,-6.0,78.0,85.0,0.05,,0.39,-1.09,-5.64,0.97,-1.0,-6.0,25.0,24.0,9
1904 正隆,2011/12/30,4,586.0,140.0,31.0,57.0,44.0,8.62,+,1.47,3.39,6.23,2.93,4.0,6.0,109.0,439.0,9
1905 華紙,2011/12/30,4,504.0,77.0,1.0,95.0,60.0,0.61,,0.51,0.61,1.23,1.97,1.0,11.0,28.0,85.0,9
1907 永豐餘,2011/12/30,4,630.0,140.0,29.0,66.0,63.0,31.68,,1.06,4.15,3.08,1.92,4.0,5.0,93.0,535.0,9
2002 中鋼,2011/12/30,2,609.0,140.0,36.0,58.0,46.0,159.97,+,0.71,3.84,7.23,1.27,1.0,13.0,78.0,4010.0,10
2008 高興昌,2011/12/30,D,-779.0,53.0,-46.0,-278.0,90.0,0.76,,4.39,-5.15,-5.45,3.77,2.0,5.0,569.0,52.0,10
2013 中鋼構,2011/12/30,5,510.0,98.0,35.0,58.0,35.0,-32.09,+,0.22,5.11,1.48,1.28,-2.0,7.0,88.0,182.0,10
2020 美亞,2011/12/30,7,351.0,61.0,-12.0,68.0,63.0,13.8,,0.79,-5.86,-2.15,2.08,2.0,6.0,67.0,76.0,10
2025 千興,2011/12/30,7,339.0,39.0,-18.0,75.0,92.0,-1.86,,0.14,-9.21,-4.85,1.37,-1.0,-21.0,37.0,64.0,10
2027 大成鋼,2011/12/30,7,414.0,140.0,26.0,32.0,-40.0,-10.15,+,1.42,3.43,5.32,3.19,0.0,-22.0,152.0,410.0,10
2028 威致,2011/12/30,8,323.0,66.0,3.0,33.0,85.0,2.7,,0.75,1.5,1.58,2.8,-12.0,-9.0,126.0,109.0,10
2034 允強,2011/12/30,4,618.0,113.0,24.0,85.0,67.0,5.71,,0.19,4.32,1.71,1.13,0.0,-12.0,66.0,274.0,10
2049 上銀,2011/12/30,4,811.0,107.0,120.0,74.0,17.0,32.87,+,0.51,23.06,29.11,1.5,10.0,-3.0,69.0,158.0,5
2059 川湖,2011/12/30,4,729.0,33.0,110.0,100.0,33.0,9.05,,1.39,16.24,32.58,2.84,7.0,-1.0,32.0,26.0,28
2062 橋椿,2011/12/30,4,611.0,47.0,52.0,100.0,62.0,5.05,,0.19,7.62,7.49,1.02,1.0,2.0,26.0,54.0,20
2103 台橡,2011/12/30,4,978.0,140.0,120.0,90.0,68.0,56.72,+,0.37,24.05,18.4,1.73,2.0,4.0,56.0,551.0,11
2104 國際中橡,2011/12/30,4,664.0,132.0,35.0,80.0,55.0,9.45,+,1.42,3.11,10.91,3.11,0.0,-3.0,63.0,233.0,11
2105 正新,2011/12/30,3,693.0,140.0,67.0,47.0,70.0,64.51,+,1.07,7.73,9.49,2.04,2.0,6.0,135.0,1200.0,11
2204 中華,2011/12/30,4,744.0,140.0,28.0,100.0,80.0,16.19,,0.25,5.46,2.4,3.27,-2.0,6.0,7.0,448.0,12
2206 三陽工業,2011/12/30,5,663.0,140.0,30.0,78.0,59.0,15.63,,0.96,4.26,3.33,2.75,-8.0,19.0,73.0,368.0,12
2301 光寶科,2011/12/30,3,756.0,140.0,45.0,92.0,64.0,163.42,,0.26,5.55,5.51,2.18,5.0,7.0,33.0,2305.0,25
2308 台達電,2011/12/30,1,786.0,140.0,52.0,97.0,61.0,180.73,,0.23,6.68,6.59,1.04,9.0,11.0,47.0,1721.0,28
2314 台揚,2011/12/30,8,93.0,61.0,-60.0,48.0,7.0,-14.48,,0.61,-20.01,-22.12,1.37,22.0,31.0,135.0,67.0,27
2316 楠梓電,2011/12/30,5,550.0,69.0,25.0,92.0,60.0,8.28,,0.48,4.36,1.71,1.65,3.0,-1.0,40.0,78.0,28
2323 中環,2011/12/30,6,532.0,140.0,-9.0,75.0,54.0,36.86,,1.88,-2.94,-5.98,3.06,4.0,-9.0,40.0,250.0,26
2324 仁寶,2011/12/30,2,720.0,140.0,27.0,96.0,73.0,345.01,,0.07,3.77,2.01,1.42,12.0,0.0,13.0,6931.0,25
2330 台積電,2011/12/30,1,1000.0,140.0,112.0,100.0,85.0,2476.01,,0.15,18.05,33.15,1.17,2.0,-1.0,9.0,4271.0,24
2331 精英,2011/12/30,5,664.0,140.0,2.0,98.0,86.0,21.96,,0.08,1.17,0.22,1.1,-6.0,1.0,20.0,727.0,25
2332 友訊,2011/12/30,4,669.0,140.0,30.0,91.0,26.0,7.27,,0.1,4.35,3.37,1.69,-2.0,26.0,14.0,325.0,27
2337 旺宏,2011/12/30,5,745.0,140.0,48.0,100.0,22.0,51.0,,0.6,4.34,12.52,1.17,-2.0,11.0,46.0,282.0,24
2338 光罩,2011/12/30,5,512.0,28.0,36.0,100.0,49.0,7.18,,0.37,3.76,10.08,1.74,5.0,4.0,9.0,23.0,24
2340 光磊,2011/12/30,5,602.0,70.0,47.0,96.0,33.0,10.45,,0.7,5.1,8.89,1.79,6.0,9.0,39.0,73.0,26
2344 華邦電,2011/12/30,6,562.0,140.0,2.0,75.0,52.0,95.19,,1.59,-0.24,2.51,2.96,9.0,17.0,47.0,347.0,24
2348 海悅,2011/12/30,D,6.0,1.0,40.0,-65.0,80.0,-0.06,,3.6,4.51,-10.32,3.9,-10.0,0.0,284.0,2.0,20
2353 宏碁,2011/12/30,4,603.0,140.0,-7.0,90.0,74.0,60.5,,0.21,-2.3,-0.51,4.1,8.0,4.0,31.0,4753.0,25
2358 廷鑫,2011/12/30,7,281.0,3.0,-12.0,100.0,12.0,-0.39,,0.01,-6.23,-6.41,0.0,49.0,0.0,0.0,6.0,20
2371 大同,2011/12/30,7,418.0,140.0,-20.0,43.0,69.0,-36.16,,1.98,-4.53,-7.9,2.84,-3.0,8.0,128.0,1463.0,5
2376 技嘉,2011/12/30,4,752.0,140.0,32.0,100.0,76.0,45.33,,0.01,5.63,2.57,2.93,5.0,7.0,0.0,454.0,25
2383 台光電,2011/12/30,5,677.0,89.0,61.0,89.0,49.0,11.47,,0.41,8.18,6.88,2.33,-3.0,1.0,43.0,147.0,28
2388 威盛,2011/12/30,7,258.0,65.0,-54.0,100.0,-9.0,-39.01,+,1.11,-21.72,-44.71,3.69,-4.0,22.0,13.0,54.0,24
2390 云辰,2011/12/30,7,217.0,11.0,-11.0,89.0,-40.0,-0.94,,1.54,-2.77,-19.12,2.86,6.0,141.0,19.0,9.0,31
2392 正崴,2011/12/30,4,649.0,140.0,24.0,76.0,70.0,54.66,,0.35,3.24,2.79,1.62,-9.0,-4.0,77.0,816.0,28
2408 南亞科,2011/12/30,9,-247.0,140.0,-60.0,-133.0,52.0,-157.03,,4.68,-30.73,-75.84,1.83,2.0,20.0,366.0,371.0,24
2409 友達,2011/12/30,6,420.0,140.0,-35.0,57.0,74.0,145.15,,1.42,-9.78,-14.46,2.55,10.0,6.0,106.0,3797.0,26
2412 中華電,2011/12/30,1,929.0,140.0,86.0,100.0,90.0,754.11,,0.01,10.7,25.41,1.17,7.0,-1.0,0.0,2175.0,27
2419 仲琦,2011/12/30,6,447.0,46.0,26.0,81.0,35.0,4.15,,0.29,3.14,3.7,1.85,36.0,25.0,68.0,59.0,27
2429 銘旺科,2011/12/30,9,-40.0,4.0,-60.0,36.0,24.0,-0.77,,1.95,-16.03,-27.04,2.42,54.0,-19.0,132.0,5.0,28
2438 翔耀,2011/12/30,D,-77.0,3.0,-60.0,12.0,63.0,-0.83,,9.2,-21.33,-55.11,3.96,-68.0,-31.0,141.0,3.0,26
2439 美律,2011/12/30,5,462.0,62.0,7.0,94.0,37.0,3.9,,0.12,1.29,3.29,1.34,14.0,13.0,15.0,78.0,27
2444 兆勁,2011/12/30,8,260.0,15.0,-10.0,79.0,24.0,-2.09,,0.76,-3.27,-3.58,2.56,6.0,27.0,51.0,20.0,27
2448 晶電,2011/12/30,3,641.0,135.0,21.0,100.0,9.0,45.25,,1.63,0.26,9.87,2.3,18.0,-4.0,29.0,220.0,26
2450 神腦,2011/12/30,4,863.0,107.0,86.0,100.0,90.0,8.15,+,0.0,16.08,5.78,0.0,4.0,-7.0,0.0,275.0,27
2451 創見,2011/12/30,4,899.0,135.0,85.0,100.0,76.0,35.09,,0.02,15.28,10.9,2.57,-5.0,7.0,0.0,302.0,24
2461 光群雷,2011/12/30,6,392.0,34.0,2.0,100.0,18.0,1.21,,0.66,0.68,2.26,2.01,9.0,7.0,41.0,32.0,31
2472 立隆電,2011/12/30,5,568.0,52.0,57.0,87.0,33.0,3.93,,0.61,7.93,7.33,1.78,-3.0,7.0,51.0,61.0,28
2474 可成,2011/12/30,3,933.0,140.0,108.0,100.0,29.0,115.1,+,0.73,14.76,38.34,1.12,-21.0,-11.0,45.0,359.0,31
2475 華映,2011/12/30,8,378.0,140.0,-46.0,49.0,91.0,3.2,,2.57,-12.15,-23.21,3.77,-3.0,5.0,105.0,615.0,26
2484 希華,2011/12/30,6,348.0,26.0,-3.0,97.0,14.0,1.22,,1.05,-1.34,-0.62,2.67,7.0,17.0,43.0,25.0,28
2485 兆赫,2011/12/30,3,694.0,74.0,62.0,100.0,62.0,7.8,,0.06,9.57,8.03,2.15,-10.0,2.0,4.0,107.0,27
2486 一詮,2011/12/30,6,408.0,52.0,-1.0,96.0,22.0,8.6,,1.31,-0.48,-0.42,2.76,19.0,9.0,62.0,50.0,26
2491 吉祥全,2011/12/30,D,6.0,17.0,-34.0,38.0,-40.0,-3.9,,5.88,-10.44,-49.78,3.38,-33.0,55.0,79.0,12.0,26
2498 宏達電,2011/12/30,2,1007.0,140.0,120.0,95.0,82.0,882.78,,0.01,27.83,15.49,7.0,-9.0,0.0,0.0,4658.0,27
2504 國產,2011/12/30,4,682.0,140.0,23.0,91.0,61.0,25.25,,0.77,3.09,4.79,2.14,-5.0,0.0,34.0,258.0,14
2506 太設,2011/12/30,D,609.0,82.0,70.0,47.0,95.0,2.21,+,2.83,6.77,13.32,3.45,-4.0,-34.0,95.0,85.0,14
2509 全坤建,2011/12/30,5,526.0,33.0,81.0,59.0,42.0,4.07,,2.28,7.35,26.45,2.11,-1.0,-33.0,59.0,21.0,14
2511 太子,2011/12/30,6,533.0,121.0,75.0,3.0,56.0,-11.28,+,4.07,5.73,17.9,2.39,5.0,210.0,167.0,146.0,14
2515 中工,2011/12/30,6,463.0,120.0,2.0,85.0,-40.0,9.97,,0.54,0.1,2.44,1.21,18.0,54.0,37.0,146.0,14
2527 宏璟,2011/12/30,7,43.0,4.0,19.0,6.0,-40.0,-3.15,,27.34,4.83,-40.51,1.86,12.0,-1759.0,88.0,3.0,14
2528 皇普,2011/12/30,9,-45.0,1.0,-12.0,10.0,-40.0,-0.74,,32.98,-2.59,-55.73,3.39,-625.0,-8889.0,60.0,1.0,14
2534 宏盛,2011/12/30,6,103.0,6.0,40.0,3.0,-40.0,-9.83,+,24.84,0.56,20.6,1.42,-4.0,19081.0,86.0,6.0,14
2536 宏普,2011/12/30,5,375.0,45.0,67.0,41.0,-40.0,-18.54,+,3.6,4.75,28.0,1.45,-42.0,1214.0,82.0,30.0,14
2540 愛山林,2011/12/30,D,-348.0,1.0,-36.0,-113.0,99.0,-0.08,,28.45,-5.5,-155.73,2.1,-145.0,-268.0,310.0,0.0,14
2547 日勝生,2011/12/30,6,506.0,115.0,79.0,2.0,32.0,-82.26,+,5.31,5.99,23.48,3.03,-2.0,446.0,156.0,125.0,14
2606 裕民,2011/12/30,4,734.0,94.0,68.0,93.0,37.0,25.47,,2.54,5.17,27.31,1.31,13.0,0.0,65.0,84.0,15
