company,content,date
1301 台塑,（ ）集團是台股三大兆元集團中唯一的傳產股，在台股本波行情中表現不俗，也是市場關注的焦點之一。權證造市券商也建議，投資人可以認購權證來放大槓桿。   公司轉投資22.6%的 美國，去年稅前盈餘達12.9億美元（約新台幣417億元）、年增率13%，加持集團營運。  不過， 河靜鋼廠昨亦驚傳被越南官方要求補稅7 000萬美元，且首座高爐點火儀式被迫延後投產； 公告表示，經向 河靜鋼鐵公司了解，有關補稅事宜越鋼已向越南財政部提出申訴中。   昨（15）日在利空衝擊下，在平盤附近震盪，收盤小漲0.1元。  權證造市券商指出，「兆元集團股」這類的大型權值股通常因股本較大，走勢相對穩定，如果投資人十分看好其後市，以及短線作帳題材，這時候透過槓桿倍數較高的認購權證來操作，就可收得較佳的乘數效果。但也提醒投資人，也因為槓桿倍數高，要是權值股受到大盤風險拖累，權證下跌幅度也會比較大，投資人須特別謹慎。  根據距離到期日二個月以上、價外10%左右至價平的條件挑選，投資人可參考連結 的權證如凱基CH（047483）、GY富邦（045374）；連結鴻海的兆豐5P（044708）、元大22（043020）；連結台積電的群益5M（044257）、JS國泰（044872）；連結鴻準的FS元富（044891）、群益3R（043983）；以及連結創意的N4凱基（047154）、J6永豐（047302）等。   ,2016/06/16
1301 台塑,國際原油一度反彈，吸引大陸下游為主的加工業展開補庫存，帶動泛用樹脂行情普遍走揚，包括聚乙烯 (PE)、聚丙烯（PP)、ABS近一周來各有每公噸10至29美元漲價， （ ）、台聚等供應商受益。  市場人士表示，進入第4季後雖是泛用樹脂的需求旺季，但受到原油持續走跌等影響，市場呈現旺季不旺態勢，影響供應商營運表現。  惟上周原油觸底回升，讓市場露出曙光，下游加工業擴大補貨。 依據石化權威機構Platts調查，PE在大陸農業用膜加工廠釋出買盤帶動，三大品項全數走揚。   ,2016/01/01
1301 台塑,國際油價雖然持續處於低檔，但 四寶受惠於成本控管得宜，去年獲利豐收， （ ）、南亞、台化、 化的每股稅後純益（EPS）均創近四年高點。凱基證券衍生性商品部建議，投資人可利用認購權證參與 四寶後市行情，利用小金搏大利。  法人認為，雖然去年油價走跌，但 四寶強化成本競爭力，同時提升高附加價值產品銷售，使獲利有所支撐。展望今年，隨然油價持續處於低檔，但今年首季因有農曆春節及中油歲修等因素，預期開工率將在八成至八成五左右，營收可能較去年第4季回跌，農曆年後才可望逐步回升，今年整年營運預估可望持平或小幅增加。  凱基證券衍生性商品部建議，看好 四寶後市展望的投資人，可利用認購權證參與行情，留意價內外15%以內、且距離到期日在二個月以上，與現股走勢連動性較高、且券商造市品質穩定的認購權證，例如連結 的K2凱基（039290）、富邦DK（039621），及連結南亞的MB凱基（041029）等權證，以小搏大掌握槓桿利潤。更多權證資訊請參考凱基權證網（warrant. kgi.com）。（凱基證券提供）   ,2016/01/14
1301 台塑,國際油價在全球市場供需失衡等疑慮中，近期創下12年來新低，不過，目前包括五大泛用樹脂反倒呈持平至小漲、上游原料則是漲跌互見的報價走勢，與油價出現脫勾的現象中，法人機構認為，主要是基本買盤已開始回籠，相關PVC、PP、乙烯族群的 （ ）、華夏、南亞等公司，近期業績將受惠。  統一投顧經理黃晏平指出，近期油價持續偏弱，2016年以來西德州、布蘭特原油雙雙重挫逾17%，同步破底、並創12年以來新低，市場仍聚焦供給過剩擔憂，而沙烏地與伊朗政局緊繃，原油減產無望，致使空頭氣焰高漲，短期偏空格局難以扭轉，難有上漲機會。  儘管油價在偏弱格局中，近期五大泛用樹脂報價則呈現持平到小漲，以ABS上漲1.7%至1 160美元較強，PS亦漲0.9%至1 080美元，而LDPE上漲1.4%至1 090美元，表現穩健，至於PVC、LLDEP、HDPE及PP呈現持平。  至於中間原料則是漲跌互見，VCM上漲0.8%至575美元，PA下跌1.5%至685美元，其餘波動不大。上游原料則是跌多漲少格局，丙烯最弱下挫4.7%，乙烯持平於1 075美元相對穩健，SM上漲2.71%較為強勢。  豐沃投資董事長鄭培敏認為，近期油價盤跌，但塑化原料及產品報價普遍呈現漲跌互見，與油價脫勾，顯示有基本買盤支撐，開始回歸各產品供需基本面，仍不看淡整體塑化產業營運表現。  PVC仍是目前最看好的產品線，PVC及VCM利差維持不錯的水準，而往年經驗印度及南亞市場的PVC買盤可望延續至隔年4月。   ,2016/01/16
1301 台塑,（ ）因中油天然氣管線洩漏而停產的高雄兩條合計54萬公噸氯乙烯生產線，中油昨（27）日完成管線修護，若通過試壓作業，恢復供氣， 最快今日可復工，解除缺料危機。  據了解，中油一條輸送天然氣給 高雄仁武廠區使用的管線，在26日上午發生外洩意外，為防範災情擴大，中油立即關閉管線兩端，造成廠區內各年產24萬公噸、30萬公噸的氯乙烯（VCM）生產線被迫停產。  中油表示，該公司現場人員找到管線洩漏位置後，連夜趕工進行切割、焊接，於昨日凌晨完成修護工作，同時依據高市府經發局要求，提送復用計畫，包括後續檢修及改善施措等。  經發局則指出，中油相關文件已通過審查，昨日下午中油正展開管線壓力測試作業，若安全上沒有疑虞，將同意恢復操作，重新供應天然氣給 使用。  據了解， 、中油目前做好兩條VCM生產線的復工規劃，只要壓力測試成功，今日開始將同時輸送天然氣和上游原料乙烯，讓工廠開爐運轉。 昨日收盤74.9元，下跌0.5元。  業者並指出，該兩條生產線占 VCM總產能的34%，因現有原料庫存只有三天，停工時間拖長，勢必影響下游的聚氯乙烯（PVC）產出，及時復工可解除缺料的燃眉之急。  另外，PVC市場近期受益大陸、印度兩大消費下游拉貨增溫，漲價每公噸5美元，預期春節過後，需求進一步加溫下，可望再有新漲勢，有助為 營運加分。   ,2016/01/28
1301 台塑,近期國際油價震盪劇烈，但五大泛用樹脂報價呈現漲多跌少，走勢與油價脫勾，開始回歸各產品供需基本面，在庫存多處低檔下，法人機構不看淡整體塑化產業之營運表現，其中，利差仍佳的乙烯、PVC、PP等三大族群仍是焦點，而PE、SM族群則有望跟進， （ ）、華夏、榮化等業績受惠。  在國際油價近期的破底格局中，五大泛用樹脂報價漲多於跌，以HDPE下跌1.87%較弱，PVC、LDPE及LLDPE則分別上漲0.5%~0.7%，其餘包括PP、PS及ABS則持平。中間原料持平到小跌，VCM小跌0.3%，其餘持平。  統一投顧經理黃晏平認為，近期油價盤跌，但塑化原料及產品報價普遍呈現漲跌互見，顯示有下游的基本買盤支撐，開始回歸各產品供需基本面，而塑化廠商目前庫存多處於低檔，仍不看淡整體塑化產業營運表現。  至於近期化纖市場需求低迷，PTA及EG市況不佳，雖導致乙烯連二周下跌，然而目前乙烯的每噸利差仍有330美元，仍是一個獲利高檔的產品，加上今年上半年乙烯市場供需偏緊，有助於乙烯價格維持高檔整理。  豐沃投資董事長鄭培敏則指出，乙烯下跌的最大受惠者是PE產品線，近期PE產品線利差見到改善，不過仍處負利差，若未來乙烯價格不再上漲，利差就有機會轉正；而近期SM價格回跌，一度翻正的利差又轉為負值，利差改善格局仍不明確；今年亞洲並沒有太多新的SM產能投產，SM供需相對健康，且第2季仍有密集的SM歲修期，預期SM價格有機會維持一波強勢格局，可持續觀察。   ,2016/01/30
1301 台塑,中油乙烯產能最大、年產72萬公噸的新三輕，因乙烷塔堵塞影響開工率，將於今（3）日緊急停爐進行搶修。中油指出，預計三天內可以復工，對下游 （ ）、台聚（1304）等20多家下游廠商將維持正常供料。  中油表示，新三輕是在近日轉運時，透過電腦監測系統發現操作異常狀態，冷箱因溫度過低，以致造成乙烯原料產出減少，開工率只有92至96%水準，研判應是乙烷塔有堵塞情形。由於另一座年產38.5萬公噸乙烯的輕裂廠四輕剛完成歲修，為避免兩座工廠同時停產，嚴重衝擊對下游石化廠供料、生產，只能先按兵不動。   ,2016/02/03
1301 台塑,春節前一周，五大泛用樹脂行情普遍持穩；其中，做為塑膠袋原料的高密度聚乙烯因有大廠要歲修，拉漲1.4%，市場預期在油價反彈下，節後可望有拉貨潮，帶動新漲勢， （ ）等供應商將雨露均霑。  業內人士表示，這一周來，隨著春節腳步接近，以大陸為主的泛用樹脂下游加工業相繼停產，使得市場交易趨於清淡，但是生產廠家和貿易商則持有不願降價的心態，讓交易價格呈現盤整格局。  依據石化權威機構PLATTS調查，用途最廣泛的聚乙烯（PE）三大品項普遍站在平盤之上，而高密度聚乙烯（HDPE）因泰國PTT石化旗下一套年產30萬公噸的產能準備下月歲修，供應將出現缺口，本周上漲每公噸15美元，讓 、台聚（1304）率先受惠。  其次，像ABS也上漲每公噸10美元，攀升至每公噸1 180美元，為近三個月來新高價位，對台化、國喬為營運一大利多。  至於聚苯乙烯（PS）、聚氯乙烯（PVC）持平，僅聚丙烯（PP）小跌每公噸5美元。  業者並說，從近一個月各原料行情表現來看，五大樹脂並未受到油價走跌波及，各有每公噸5至30美元漲價，凸顯出下游加工業因普遍處於低庫存狀態，存在著不得不購料的壓力。  而昨日美元趨跌，加上石油輸出國組織（OPEC）和俄羅斯的減產會談重燃希望，激勵美國原油期貨強勁反彈逾8%，近期只要油價持續走穩，勢必為春節過後的泛用樹脂需求旺季到來，產生推波助瀾效應。  另外，值得注意的，2月開始，上游原料面供應並出現變化，包括沙烏地阿拉伯SADAF旗下年產130萬公噸的乙烯廠排定歲修40天，泰國PTT石化也有一座年產100萬公噸乙烯廠檢修30天。  另日本TOSOH、南韓仁川也分別有52.7萬公噸和57.8萬公噸輕裂廠停產。  上述合計340萬公噸乙烯產能暫時退出供料行列，將牽制下游供應，進而催動泛用樹脂的漲勢，讓國內石化業上下游年節過後營運上攻。   ,2016/02/05
1301 台塑,石化景氣回升，根據遠東地區五大泛用樹酯報價，聚丙烯（PP）一口氣上漲逾3%，站上每噸800美元大關，法人分析，大陸丙烷脫氫（PDH）設備持續開出，帶動丙烯量增價跌，反而擴大PP利差空間，預料國內PP三廠包括 （ ）、台化與榮化，今年PP產品營運動能仍舊強勁。  業內人士指出，其實去年度 與台化的PP廠，其獲利創下建廠以來新高，凸顯出去年PP景氣相當好，主因就是大陸PDH逐漸投產，讓丙烯價格下挫，而同一時間，PP價格不受影響，帶動PP利差空間擴大。   分析，主要是PP市場產銷平衡，不像其他塑化原料供給嚴重過剩，PP行情自然有支撐點，此外，PP應用範圍相當廣泛，從食品容器、管材、包裝材料、汽機車零件、家電用品與醫藥器材等，雖然整體經濟情勢疲軟，但仍不影響需求量，估計大陸今年PP需求仍會成長逾一成，有助於拉抬PP行情穩定。  根據遠東地區五大泛用樹酯最新報價，PP每噸行情來到850美元，漲幅達到3.03%，是這次五大泛用樹酯漲幅居次者。法人指出，印尼、越南需求仍相當大，而印度與巴基斯坦也都在補庫存，支撐PP行情。榮化也透露，去年PP獲利狀況相當不錯，對於今年度展望仍舊看好。  此外， 與台化近年來積極開發差別化產品，以 為例，去年度PP差別化規格營收比達到五成，所謂差別化規格，多半應用在嬰兒感冒藥品瓶罐、隱形眼鏡模具、針筒、汽車配件等，均有 供應原料PP成分，由於上述領域多半為單價較高的應用領域，更加帶動盈餘增長。  法人指出，今年丙烯產能仍然會大量開出，丙烯行情大幅上漲空間有限，對於PP將是好事，有助於維持一定價差存在，預料PP對於 、台化與榮化盈餘貢獻，將會占重要地位。   ,2016/02/29
1301 台塑,國際原油價格回升，加上亞洲輕油裂解廠進入歲修旺季，帶動五大泛用塑膠報價上漲， （ ）宣布調高聚氯乙烯（PVC）離岸報價，由730美元調至760美元，推升台化、南亞等塑化類股行情持續不淡。  國際產油大國紛紛減產、凍產，油價走勢趨向穩定，塑化股受惠利差收益提升，近來成為法人積極買進標的，尤以 、南亞、台化買超張數最多。隨日、韓等上游輕油裂解廠進入歲修，及中國農曆年後回補庫存買盤出籠，塑化原料價格短線將維持強勢。  根據資料顯示，近期乙烯價格已衝破900美元，下游的聚氯乙烯、聚乙烯（PE）約有2%至3%漲幅，低密度聚乙烯（LDPE）、線性低密度聚乙烯（LLDPE）分別上漲1.35%、2.33%，聚丙烯（PP）因中國內銷價格上升，報價上漲約3%；另外苯、乙二醇（EG）和苯乙烯（SM）也有3%至6%的漲幅。  國泰證期顧問處經理蔡明翰表示，國際油價波動依舊，但技術面底部已大致成形，落底訊號明確，帶動外資積極布局塑化類股，動向並有逐步從二線塑化股的華夏、亞聚，轉向 四寶。  不過，鑒於2月適逢農曆春節，工廠歲休，法人認為塑化類股目前以籌碼面強勢為主，營運動能尚未恢復。   ,2016/02/26
1301 台塑,泛用樹脂市場看到春燕，在以大陸為首的下游回補庫存下，各項原料連四周全面走高，漲幅由5.5%至16.4%不等，業界認為，若油價持穩，下季拉貨仍看旺。  （ ）、台聚、台苯與榮化等公司獲利可期。  市場人士表示，從3月開始，亞洲地區輕裂業界進入一波密集歲修期，包括日本東曹石化、南韓仁川石化、泰國PTT 石化各有一座乙烯廠歲修，另日本Asahi Kasei並有一座50.4萬公噸乙烯廠永久性停產。  乙烯供料吃緊直接影響到下游的泛用樹脂供應商生產的同時，面對原料庫存普遍處於低檔狀態，正吸引兩次、三次加工業展開庫存回補行動，進而快速拉抬原料行情。 以最大宗樹脂聚乙烯（PE）來看，開春後，價位一路由每公噸1 070美元攀升至上周的1 130美元，近月漲幅5.6%。  聚乙烯（PVC）方面，在亞洲最大供應商 宣布調漲3月交貨到岸價每公噸30美元帶動下，也由年節前的每公噸725美元漲至765美元，漲幅5.5%。 至於與油價聯動性高的聚苯乙烯（PS）及ABS兩項原料，隨著原油反彈，下游買氣快速增溫，PS近四周來大漲每公噸175美元，漲幅16.4%，ABS也漲價每公噸130美元，漲幅11%  聚丙烯（PP）因大陸內銷價上揚，近月漲每公噸75美元，漲幅10.5%。   ,2016/03/14
1301 台塑,全球產油大國凍產有影，國際油價勁揚，倫敦布侖特油價一度衝破41美元，帶動塑化報價普遍上漲，再加上農曆年後回補庫存力道慢慢浮現，法人機構正面看待塑化產業營運表現，其中，乙烯上漲、SM與PP利差持續改善、PVC與VCM利差維持不錯水準，看好 （ ）、台化、國喬、榮化等族群近期業績。  統一投顧經理陳晏平指出，近期五大泛用樹脂報價普遍上揚，以3月上旬來看，PVC、PP分別來到750美元、850美元附近，其餘漲幅落在1%~2%不等；以各產品報價自2月以來，PP及PVC各上漲約逾4%及3%最佳，其餘漲幅落在2%~3%不等。農曆年後塑化原料及產品報價普遍上漲，顯示買盤出籠拉抬報價回穩，回補庫存效應浮現，持續看好整體塑化產業的營運表現。  台新投顧經理范婉瑜表示，近期EG反彈力道頗強，主要是EG廠商減產效應所致，惟觀察化纖市場需求仍屬低迷，未有明顯轉機，加上乙烯大漲拖累EG利差表現，展望暫偏保守。  分析師指出，乙烯近期連連上漲，終止先前的修正走勢，利差回升，是獲利極佳之產品，加上今年上半年乙烯市場供需偏緊，有助於支撐乙烯價格高檔整理，有利 化獲利表現。  不過，也因乙烯反彈，PE產品線利差再次轉負，獲利將有壓力，相關族群看法保守。  此外，近期SM報價持續反彈，利差也改善至逾100美元，加上上半年亞洲新增的SM產能不多，供需相對健康，美國賣到亞洲的SM供應量部分，3月及4月較少，5月之後才比較多，最後則是第2季中國大陸及日本SM廠商歲修密集等利多，預期價格將可盤堅，利差持續改善，相關個股包括台化及國喬業績表現持續看好。   ,2016/03/12
1301 台塑,中油石化原料生產重鎮林園石化廠昨（24）日再出狀況，一座發電工場的鍋爐發生跳車意外，所幸，經緊急排除故障後，未波及四輕、新三輕兩座輕裂廠運轉，對 （ ）、台聚、亞聚等二十多家客戶可正常供料。  據了解，中油林園石化廠內的四輕23日晚間因壓縮機轉速監測器故障，導致壓縮系統自動啟動保護措施、跳車，一度使得該工廠被迫暫停降低煉量，直至昨日早上才恢復七座裂解爐同時運轉的水準。  但昨日上午9時20分，該廠區又有狀況發生，公用組南區發電工場編號26號的鍋爐進行例行性更換電子設備介面卡時，造成電腦當機，進而跳車，並使得大量燃燒不完全的原料經由煙囪排放，所產生的碳煙汙染林園汕尾地區民宅。  中油石化事業部指出，該座鍋爐跳車、釋出壓力後，立即恢復操作，汽電共生設備運作不受到影響，供電維持正常，廠區內兩座輕裂廠四輕和新三輕並未被波及。  該部強調，雖然四輕跳車造成乙烯、丙烯和丁二烯三大基本原料產量少許減少，但昨日已透過旗下進口庫存調度支援。   ,2016/02/25
1301 台塑,亞洲最大的聚氯乙烯（PVC）廠 （ ），以生產一貫化優勢與產能規模，順利拿下印度與澳洲新興市場，3月銷往印度PVC出口量高達9萬噸，幾乎是占當地需求量的45%，穩坐印度PVC進口商冠軍，加上近期澳洲唯一生產塑料公司關廠，改由進口料源， 成為澳、印兩大市場龍頭商。   PVC年產能170萬噸，扣除掉歲修排程，年產量約140萬噸∼150萬噸間，為亞洲最大、全球第二大PVC生產商，過去亞洲市場以大陸為PVC進口主要地區，但近年來，大陸也開始產出PVC，競爭者變多促使 尋找替代市場來源，眼看鄰近亞洲地區的印度正在快速發展，當地基礎建設、房舍等大量興建，帶動對PVC需求。   表示，大陸總人口約13億，PVC年需求量約2 000多萬噸，對照印度人口約12億，目前年需求量僅240萬噸至250萬噸，凸顯出印度仍有龐大潛在需求空間有待發掘。目前正進入PVC旺季，3月單月麥寮廠出口到印度銷量達到9萬噸，占該廠外銷比重46%，擠下大陸的21%，成為 PVC海外銷售最大市場，而公司也是印度最大進口商。  為分散風險， 近期也搶進澳洲地區，當地唯一生產PVC的澳洲廠關閉後，等於澳洲全數塑料來源均仰賴進口，而 與當地廠商有來往，當對方一停產立即打入，一口氣躍居當地最大進口商。 8日股價上漲0.6元，收78.9元。   指出，關廠的澳洲PVC廠商年產能14萬噸，目前改由 供應為主，以3月麥寮廠出貨到澳洲比重達到8%，成為 外銷第三大市場。 表示，由於全球經濟成長率仍在走升，代表著對於塑料需求仍會成長，因此對PVC展望相當樂觀，而為了保持亞洲第一大地位， 也將持續拓展其他新興市場，增強自身競爭力。   ,2016/04/11
1301 台塑,塑化原料進入傳統旺季，再加上亞洲聚乙烯（PE）廠也進入歲修期， （ ）、台聚的4月PE訂單已銷售完畢。 認為，目前高價乙烯「凍漲」局面幾乎底定，跌幅也有限，有助於穩定PE銷售，維持利差空間。  農曆年過後，下游客戶庫存水位相當低，剛好3月國際油價面臨一波強彈，乙烯漲勢相當兇猛，客戶提前搶便宜的心態出籠，3月PE迎接強勁拉貨力道， 3月銷售量9.7萬噸為單月歷史次高水準，凸顯出，PE在春節長假結束後，旺季之前捎來好開端。   董事長林健男先前提到，第2季為傳統塑料旺季，基本面相對好，4月PE訂單已銷售完畢，營運偏向樂觀。台聚表示，目前4月PE訂單接單已滿。 昨（13）日收盤80.7元，上漲1.2元。  今年許多PE廠集中於本季歲修，包括中韓石化高密度聚乙烯（HDPE）年產能30萬噸、燕山石化年產能16萬噸及科威特廠52萬噸，合計年產能近100萬噸，占亞洲HDPE產能3.5%，在供給減少情況下，有助於支撐HDPE行情價格。  同時，大陸中韓石化線型低密度聚乙烯年產能30萬噸、神華包頭煤化工的年產能30萬噸與科威特廠30萬噸，也要歲修，占亞洲LLDPE年產能約4.6%，足以見得，後續LLDPE行情將樂觀。   認為，PE原料乙烯目前仍處於每噸1 200美元高檔價位，但是已在該價位停留數周，顯然處於「凍漲」局面，不過，亞洲輕油裂解廠歲修潮要到5、6月才會告段落，換言之，乙烯跌幅有限，在乙烯供料吃緊情況下，下游PE供給也會減少，加上又有PE場歲修，本季PE營運可謂相當看好的產品。   ,2016/04/14
1301 台塑,塑化族群因歲修、需求旺季拉抬，現貨行情連漲氣勢活絡，帶動業績、獲利動能滿滿，相關類股包括 （ ）、國喬（1312）及榮化（1704）受到買盤青睞，建議可利用權證參與行情。  法人除看好塑化族群高現金殖利率外，近期PVC、SM、PP利差穩健豐收，預期塑化族群上半年獲利將是「一季比一季好」的榮景，  過去三周國際油價維持每桶逾35美元，塑化報價展現一波反攻漲勢，下游包括塑化、橡膠、紡織業開始出現庫存回補潮，因下游廠商庫存處在低檔，且油價持續反彈，在成本推升及年後下游回補庫存買盤拉抬下，PVC現貨價格近日站上800美元整數關卡，利多題材豐富。  第2季是塑化族群傳統旺季，在農曆春節後，下游需求回溫，在需求持續擴大下，整體開工率將較首季提高，此外，塑化類股受惠於利差擴大，加上旺季效應的激勵，股價開始翻漲，PP由於原料丙烯漲勢相對趨緩，利差擴大， 、榮化都可望受惠。  凱基證券衍生性商品部表示，隨塑化族群近期利多消息豐富，相關類股值得留意，建議看好相關個股後市的投資人可利用價外15%以內且距離到期日在60天以上的認購權證參與行情。  根據挑選標準，可留意連結 的永豐LF、凱基B1；連結國喬的23凱基、永豐N1、9M凱基，以及連結榮化的48凱基、CT富邦等權證。   ,2016/04/12
1301 台塑,國際油價近月雖隨非洲產油國動能等因素帶動，一度突破50美元大關，隨後陷入震盪回跌格局，連帶台股的SM、PVC、PP等塑化族群，並在利差收歛、旺季效應將告一段落等因素，業績成長動能可能受限中，法人機構間對下修投資評價，後市看法暫轉趨中立。  統一投顧經理陳晏平指出，在國際油價高檔震盪整理之際，近期塑化原料及產品報價呈現漲跌互見格局。近一個月五大泛用樹脂報價全面滑落，其中，以HDPE最弱，PP也下跌5.3%，其餘跌幅在3%~5%不等。  在上游原料方面，近期則是普遍反彈，以苯價大漲逾3.5%最強，SM亦漲2.1%，而乙烯小跌0.9%較弱。近一個月則是普遍走跌，乙烯下挫11.4%及丁二烯大跌14.2%最弱，PX上漲4.5%較為穩健。  台新投顧經理范婉瑜指出，近期塑化原料及產品報價普遍滑落，各產品線回歸基本面，而第2季塑化產業旺季即將步入尾聲，搭配油價有回跌修正壓力，塑化產品的拉貨動能恐陸續放緩，營運轉淡。  分析師指出，在塑化各產品線方面，近期乙烯價格下挫，主因亞洲石化裂解廠歲修陸續結束，產能恢復，且來自歐洲及中東的乙烯供應陸續抵達東亞市場，緩解供給吃緊狀況，造成乙烯每噸利差持續收斂，由先前每噸利差超過500美元萎縮至313美元，低於第1季平均利差約380美元，加上油價恐自高檔壓回，將抑制 化近期獲利表現。  至於乙烯下游衍生物部分，PE產品線利差持續為負，看法維持保守；SM在近期反彈，終止先前回跌趨勢，乙烯下挫使得SM利差改善至31.52美元，但美國運送至亞洲的SM供應量增加，加上中國SM廠商拉高開工率，加上亞洲SM廠商歲修結束，SM供給恢復，預期SM價格呈現弱勢格局。  下游泛用樹脂部分，PVC報價壓回，主要是反應印度及南亞進入PVC拉貨淡季利空，預期PVC及VCM利差受抑制，對華夏近期業績動能看法轉趨中立。  PP部分，近期丙烯價格持平，而PP下跌，PP利差略微收斂至185美元，相關個股包括 （ ）、台化及榮化近期業績成長動能也將趨緩。   ,2016/06/18
1301 台塑,除權息大戲登場，今（13）日將由 （ ）、興富發、瑞軒、友訊等31檔上市櫃個股領銜演出，除權息行情備受期待，這些個股若能順利展開填權息走勢，將有機會帶動台股啟動新一波漲勢。  時序進入第3季後，國際股市高檔震盪盤堅，對台股自然形成助力，而近期也由於即將邁入半年報結算的旺季，現階段市場將觀盤重點逐漸轉移到業績題材上。  全曜財經資深分析師陳唯泰表示，「只要是具有業績成長題材的個股，後續在股價表現上將不致寂寞，因此諸如 、瑞軒等個股的除權息行情，將會是近期盤面的重點之一。」  根據統計，即日起至7月底，計有三、四百檔上市櫃個股即將除權息，其中， 、興富發、瑞軒、友訊、大榮、勤美、環球晶、太極等31檔個股的除權息秀，今天將率先上演。  若觀察今天即將除權息個股的股利分派狀況，在現金股息與股票股利合計部分，以永冠-KY的8.45元最多，興富發6元、鑫永銓5元、環球晶5元。  另外，中碳、谷崧、銘異、 等，股利合計也都超過3元。  大華國際投顧副總蔡正華表示，大盤近期震盪攀高，且下半年起，基本面復甦的態勢確立，將是除權息行情增溫的希望，股利配發較高的個股，預料將成為市場追逐的焦點，且不分傳產或電子均有表現機會。  因為在景氣復甦的有利條件下，多數上市櫃公司今年獲利成績都可望優於預期，配息題材勢必不會寂寞。  不過，投資人在選股時，不應只著眼股息高低，而應考量個股股價，以及產業前景、公司競爭力等條件，因為不具發展優勢的個股，在股價漲高的同時，反而可能遭逢不易填息的疑慮。   ,2016/07/13
1301 台塑,泛用樹脂買氣持續加溫，推升五大泛用樹脂全面上攻；其中，用於農業用膜的高密度聚乙烯（LDPE）近周漲幅4.2%最大，ABS、PVC也各有2.8%、2.2%漲幅，供應商 （ ）、亞聚及華夏等本季獲利看俏。  業內人士表示，面對近期原油站穩在每桶50美元以上的局勢，隨著大陸十一長假結束後，對岸下游補庫存行動一波接著一波，正繼續快速拉抬各項泛用樹脂行情。  以最大宗的聚乙烯（PE）來看，表現最為突出的是LDPE，受到農業用膜廠紛紛布局冬季需求備料激勵，這一周來大漲每公噸50美元，至1 250美元，為近14個月來新高；至於線性低密度聚乙烯也漲價每公噸10美元，拉大 、亞聚獲利空間。 昨日股價收85元，上漲2.8元。  在此同時，ABS因上游丁二烯成本墊高、價位順勢上攻，單周上漲每公噸40美元，新價1 480美元，其他如PP漲每公噸25美元、PS漲每公噸10美元，台化、榮化、台達化等受益。  值得注意的是，連三周持平的PVC市場近日再起攻勢，在大陸運輸成本提高及當地電石法廠商減產壓力下，漲價每公噸20美元，至920美元，逼近兩年來最高價。  尤其是亞洲最大供應商 位於高雄仁武廠區的合計56萬公噸兩條氯乙烯（VCM）生產線，配合上游中油進行乙烯管線遷移將減產，進而會影響PVC產出，目前下月大陸、印度到岸價喊漲至每公噸970美元。   ,2016/10/21
1301 台塑,今日主題  國內塑化次產業目前多項利多，包括供應吃緊、回補庫存等，使得報價提高，相關廠高獲利看好，且有外資調升部分個股評價到「優於大盤」和目標價，投資人可留意個股股價並用權證參與行情。  塑化產業近期各擁利多，聚氯乙烯（PVC）供應吃緊，乙二醇（EG）補庫存行情顯現，相關族群營運齊步受到激勵，投資人可參考 （ ）、南亞（1303）的股價後市，利用認購權證參與股市行情。  塑化產業近期好事連連，也是近期台股盤面上，少數尚未受到資金青睞輪動的領域，後市走勢看俏、有望補漲。  法人表示，當前塑化次產業各擁利多，如PVC因印度雨季即將結束，加上亞洲輕裂廠將進入密集歲修期，導致PVC將供應吃緊，激勵龍頭廠 大漲8月外銷報價5%，使得美系外資率先升評至「優於大盤」，目標價則由70元提高至90元。  EG則是補庫存行情顯現，激勵現貨報價創近期新高，南亞將因而受惠；其他還有五大泛用樹脂中的苯乙烯（SM），己內醯胺（CPL）也因下游紡織業者紛改用國產貨而受到矚目。   第2季稅後純益102.28億元，季增79%，年減5.8%，每股稅後純益（EPS）1.6元，季增率大幅躍進，主要是杜拜原油與原料合約價均上漲，帶動產品調漲，加上春節過後客戶有追漲心態，讓第2季價量齊揚。   董事長林健男指出，第3季因有八個廠配合歲修，營收將比第2季減少，開工率將從89%下降至81%，但乙烯價格看漲將可支撐或刺激塑化報價上揚；看好產品包括PVC、PE、VA及MMA。  至於 化，第2季營收1 409.5億元、年減21.7%，但單季稅後純益達258.3億元新高，除季增147.3%，也比同為旺季的去年同期成長4.6%，EPS有2.71元，雙創單季新高，連三季獲利居 四寶之冠。   化總經理曹明表示，第2季煉油事業營業額較首季增加20.8%，除了原油日煉量增2.6萬桶外，第2季油品平均售價每桶也比首季增加10.2美元。展望下半年，預估原油價格約在每桶50美元上下，平均每桶煉油價差約在10美元左右，仍有利可圖。  國內塑化業者營運表現逐漸增溫，投資人若看好塑化相關個股的股價，後續還有漲升空間，可利用認購權證代替現股操作，有機會賺取槓桿利益，相關權證挑選，以距履約價在5%左右的價平權證為主。   ,2016/07/21
